folder,file,subject,exercise,set_id,rep_id,rep_index,start,end,rep_duration_sec,concentric_sec,eccentric_sec,concentric_ratio,eccentric_ratio,phase_balance_abs,pca_mean,pca_std,pca_range,pca_rms,pca_diff_rms,pca_diff_abs_mean,pca_slope,acc_mag_mean,acc_mag_std,acc_mag_range,acc_mag_rms,acc_mag_diff_rms,acc_mag_diff_abs_mean,acc_mag_slope,gyro_mag_mean,gyro_mag_std,gyro_mag_range,gyro_mag_rms,gyro_mag_diff_rms,gyro_mag_diff_abs_mean,gyro_mag_slope,mag_mag_mean,mag_mag_std,mag_mag_range,mag_mag_rms,mag_mag_diff_rms,mag_mag_diff_abs_mean,mag_mag_slope,ax_mean,ax_std,ax_range,ax_rms,ax_diff_rms,ax_diff_abs_mean,ax_slope,ay_mean,ay_std,ay_range,ay_rms,ay_diff_rms,ay_diff_abs_mean,ay_slope,az_mean,az_std,az_range,az_rms,az_diff_rms,az_diff_abs_mean,az_slope,gx_mean,gx_std,gx_range,gx_rms,gx_diff_rms,gx_diff_abs_mean,gx_slope,gy_mean,gy_std,gy_range,gy_rms,gy_diff_rms,gy_diff_abs_mean,gy_slope,gz_mean,gz_std,gz_range,gz_rms,gz_diff_rms,gz_diff_abs_mean,gz_slope,mx_mean,mx_std,mx_range,mx_rms,mx_diff_rms,mx_diff_abs_mean,mx_slope,my_mean,my_std,my_range,my_rms,my_diff_rms,my_diff_abs_mean,my_slope,mz_mean,mz_std,mz_range,mz_rms,mz_diff_rms,mz_diff_abs_mean,mz_slope,sim_to_first,sim_to_prev
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,0,0,359,667,2.8329839999999997,1.3061159999999998,1.526868,0.461038961038961,0.538961038961039,0.07792207792207792,-2.3069569342860397e-17,1.0,3.359575036347661,1.0,0.054912151101339166,0.04406842482605727,-0.926121627062721,1.723225430481907,0.17462564456701726,0.7839925594816974,1.7320508075688772,0.15036984668467646,0.09019165604020798,-0.04936679483100928,1.5526398000117907,0.767665064607832,3.8882957133847125,1.732050807568877,0.4688961874295516,0.33550029999865316,0.1626505248197427,1.724435584090175,0.1622403042513704,0.5957135499287103,1.7320508075688774,0.033972662911657195,0.01944190296037429,-0.07546230630697856,4.844609562000683e-16,1.0,5.321478062092889,1.0,0.7327164575068893,0.43832499667427,0.27860995637249086,3.4604354014290595e-16,0.9999999999999999,5.502904135272869,1.0,0.9322190568657525,0.5309459149334391,0.620404653304513,0.0,1.0,4.336533770701999,1.0,0.994276607948566,0.6212332980910337,0.17746964913784438,-4.6139138685720794e-17,1.0,5.376340518561603,1.0,0.5186974249599132,0.4006954179974252,-0.9490709736295382,-1.1534784671430199e-17,1.0,5.089808438748957,1.0,0.3682111563063332,0.2798545386422882,-0.20563998175571094,4.6139138685720794e-17,1.0,4.793608592794076,1.0,0.27666606374121305,0.19960797886785284,-1.3060956194563527,4.613913868572079e-16,1.0,3.432613166806365,1.0,0.13149261042923702,0.07159018650317889,-0.876323312221283,-4.6139138685720794e-17,1.0,3.674373031968237,1.0,0.1840217480335945,0.09762881474755544,-0.44430991862963903,-1.6148698540002277e-16,1.0,5.217956517088268,1.0,0.7712727715010365,0.4291543900010183,0.3139506918802334,1.0,1.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,1,1,667,1092,3.90915,2.143134,1.766016,0.548235294117647,0.45176470588235296,0.09647058823529411,-3.3437305212240006e-17,1.0,3.721361091561339,1.0,0.062221357349657835,0.048241259038826485,0.806436692495459,1.7255179811527839,0.1502920381072225,0.804371602505179,1.7320508075688776,0.1349330177566266,0.08015112643262837,0.013898233559724152,1.5552751239374116,0.7623118055372543,3.6017345814405064,1.7320508075688772,0.3619560297520823,0.2732688613338856,0.22498565969701512,1.7216927745684063,0.18914013323180012,0.6678061011609433,1.7320508075688772,0.033327290702118914,0.019277504815526467,0.12368710356251515,7.690580198815202e-16,0.9999999999999998,5.342565920659288,0.9999999999999998,0.7567989598572755,0.46505582225214076,-0.1092812144065833,4.681222729713602e-16,1.0,4.9294502966784,1.0,0.7876410195544775,0.440612039681112,-0.22870689031813626,1.8808484181885004e-17,1.0,4.267421500808936,1.0,0.9883415941950587,0.602682225658944,-0.018600415331572643,-3.3437305212240006e-17,0.9999999999999999,6.8632876352603205,0.9999999999999999,0.6566164794482752,0.5139745199205767,-0.6754597121670212,-8.359326303060001e-18,1.0,5.227964979741437,1.0,0.28465515824903453,0.2260883179123059,-0.1904001136356898,6.687461042448001e-17,1.0,4.84498200319536,1.0,0.2193513697519196,0.16070667198951163,-1.0241735437603003,-5.349968833958401e-16,1.0,3.203670753458301,1.0,0.09987759245737862,0.054308411186492295,0.8270101447578841,-1.0031191563672003e-16,0.9999999999999999,3.391530638791048,0.9999999999999999,0.1725755861822451,0.09434621958768416,0.704773265693168,-4.848409255774801e-16,1.0,4.776221142398126,1.0,0.7848824764786738,0.42708092409700626,-0.11455197637930903,0.3117929688600316,0.3117929688600316
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,2,2,1092,1561,4.313861999999999,2.5110539999999997,1.802808,0.582089552238806,0.417910447761194,0.16417910447761194,0.0,1.0,4.234425919346502,1.0,0.06696337996205794,0.05046703387979964,0.8980128807462385,1.7266474993599714,0.13670557031063751,0.7899296874954906,1.7320508075688772,0.13402263665353115,0.07635016689812917,0.003397550754171276,1.5000360995453579,0.8659628745279724,4.294044198519274,1.7320508075688772,0.3170064886429175,0.23241816772957635,0.905556471136932,1.722330432981145,0.18324267959998214,0.5660239049933173,1.7320508075688772,0.029735771335331517,0.017522817843613644,0.1452899246521615,-1.4241155045085164e-15,1.0,5.667222606932009,1.0,0.6691084993805252,0.41275189199422985,-0.37023417217220905,0.0,0.9999999999999999,5.990453322679187,0.9999999999999999,0.8467358635365638,0.47532235178087445,-0.4700110165416418,-6.060065976631984e-17,1.0,4.81000684407011,1.0,0.8534982205525563,0.5147555146909194,0.5134283946588581,-9.090098964947977e-17,1.0,6.151399029604358,1.0,0.5077835720205437,0.39821260241354534,-0.7067038744398114,3.030032988315992e-17,1.0000000000000002,5.291217553540098,1.0000000000000002,0.21385462309164127,0.16337714969631056,-0.49029361521565157,-9.090098964947977e-17,1.0,4.761431793824922,1.0,0.1815998623640075,0.13606869701038435,-0.7848939346686923,-2.727029689484393e-16,1.0,3.7796351759020856,1.0,0.14858069497231416,0.08972187668367827,0.5933683062725769,-1.8180197929895953e-16,1.0,3.3915785234133815,1.0,0.17171317121722127,0.09404192344620656,0.8007898692507547,1.954371277463815e-15,1.0,5.114960641756481,1.0,0.7858598660232448,0.43223104736639373,0.2555776765667418,-0.4187750057113857,0.02318782595117961
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,3,3,1561,1940,3.486042,1.9867679999999999,1.499274,0.5699208443271768,0.43007915567282323,0.13984168865435356,-9.37391471979024e-17,1.0,4.380637959430869,1.0,0.061704305240056025,0.04714018756359086,0.43099788697390196,1.7265495975716825,0.13793653296013608,0.8400366503566925,1.7320508075688772,0.11171247134460177,0.06772197873078081,-0.010276314611524557,1.48309072104766,0.8946741938506613,4.596943733600627,1.7320508075688772,0.2812934488340298,0.1988161909349525,0.6216415574119709,1.7250630865933032,0.15542634034546868,0.6103570197617048,1.7320508075688772,0.02962765431171591,0.016712449704113765,0.08869296167843924,1.8185394556393065e-15,1.0,5.5963408723377315,1.0,0.7341090114986054,0.443461399611898,-0.24495180057876476,2.0622612383538528e-16,1.0,5.571055762348849,1.0,0.7586790424326489,0.4396159051532397,-0.1043586329851621,-9.37391471979024e-18,1.0,4.802080894992631,1.0,0.9965936664631321,0.5950596037271904,0.14098893205420532,3.749565887916096e-17,0.9999999999999999,7.584553209325302,0.9999999999999999,0.6728008627574339,0.5126387807777649,-0.7948534325791017,1.874782943958048e-17,0.9999999999999999,5.8240725844772125,0.9999999999999999,0.2545786332756431,0.19549580634582447,-0.5708665719309655,-7.499131775832192e-17,1.0,4.273200407452709,1.0,0.15527936601157663,0.1110080929254281,-0.9443919634955026,-1.7060524790018237e-15,1.0,3.83796491259184,1.0,0.13404096617681785,0.07787280473292339,0.39306090660060267,-2.9996527103328767e-16,1.0,3.4943968756952932,1.0,0.2056828212044305,0.11288329998187117,0.4977865773394516,1.7060524790018237e-15,1.0,4.775092836353217,1.0,0.7930353800982667,0.43783290030744226,-0.16758919913789527,-0.5598740110464382,0.6745773458327347
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,4,4,1940,2429,4.497822,2.603034,1.894788,0.5787321063394683,0.4212678936605317,0.1574642126789366,0.0,1.0,4.784283914745694,1.0,0.07400676547860371,0.055494343354151966,1.073168078271149,1.7259878290006485,0.1447964576280359,1.1905551201962044,1.7320508075688772,0.12175102424036856,0.07293810855782833,0.08128633963458674,1.4530049677030412,0.9427494703420858,6.12120154613017,1.7320508075688772,0.3154631814213165,0.2261065501929098,0.8936804095250895,1.7241427814308956,0.16532292412044608,0.586967756584901,1.7320508075688772,0.026991396367893793,0.015100129661485415,0.07883664339014612,1.8889684181761355e-16,1.0,6.283207691727495,1.0,0.7267758381098839,0.43879693369868494,-0.3259709644208404,-2.324884206986013e-16,0.9999999999999999,5.215901563297722,0.9999999999999999,0.722030227358556,0.39355141953711886,-0.8099490774227065,0.0,0.9999999999999999,5.357230409714141,0.9999999999999999,0.9067925802538673,0.5450863485857108,-0.0687468559553476,-5.812210517465033e-17,1.0,5.464170248875473,1.0,0.5697510246053187,0.41357903519459893,-1.0590892755973647,0.0,1.0,5.862592628315623,1.0,0.25165484160618645,0.1944135449652112,-0.6320091138964034,-2.9061052587325164e-17,1.0,5.546382017379562,1.0,0.1827121713507085,0.13675004854729952,-0.647000809799234,-1.0607284194373683e-15,0.9999999999999999,3.759769830694706,0.9999999999999999,0.14554921245074773,0.08394614004266564,0.9048841273121588,1.1624421034930065e-16,1.0,3.708496619714304,1.0,0.20108447113171227,0.10717968406564034,0.43577621111666515,-1.4675831556599207e-15,1.0,5.022017123739717,1.0,0.7787626044971321,0.4243983014120343,-0.2463854435742622,-0.4684669181191061,0.7432657831675155
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,5,5,2429,2776,3.191706,1.857996,1.33371,0.5821325648414986,0.41786743515850144,0.1642651296829971,-1.023836795043372e-16,1.0,3.8192231739351348,1.0,0.04574418341547971,0.03481589343956648,0.33200347317517775,1.7252066856067787,0.15382422415755193,0.9461487321148438,1.7320508075688772,0.13106765075040067,0.07640248126696318,-0.04569085054522943,1.5565015848142443,0.7598044593648718,3.7652710116251065,1.7320508075688772,0.22136711414667098,0.17028586526101738,0.27132696599524503,1.7225033177334175,0.1816103532218617,0.7324306821178841,1.7320508075688772,0.02568369514847523,0.014439677763289718,0.12577683246801255,-1.5152784566641906e-15,1.0,5.260421578272264,1.0,0.6716305619497492,0.4134251725096262,0.161009365411598,-8.190694360346976e-17,1.0,5.621463195360805,1.0,0.6909248397408929,0.39800435498139447,0.33253650695340603,-6.143020770260233e-17,1.0,4.63405879481259,1.0,0.7469806628440288,0.45519656418356647,0.2850993538746789,2.047673590086744e-17,1.0,5.357780707047141,1.0,0.45052212993729834,0.35824081534842633,-0.7408577428028572,8.190694360346976e-17,1.0,4.866120635432594,1.0,0.20851269774685982,0.16361080274387418,-1.0858730536050154,4.095347180173488e-17,1.0,4.180316414528691,1.0,0.1395786758206478,0.1048424710457667,-0.9322972479833714,8.702612757868662e-16,0.9999999999999999,4.270549173858706,1.0,0.1590726915331234,0.08594779220737957,0.32513344183880416,-3.6858124621561394e-16,1.0,3.5380606501847014,1.0,0.1661079358289034,0.08867615534866058,0.7245504146487263,2.2524409490954185e-16,1.0,4.458508612593855,1.0,0.6543320267108451,0.35281026728393317,0.3612073868695938,-0.7448820583021234,-0.04374813294709952
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,6,6,2776,3256,4.415039999999999,2.501856,1.913184,0.5666666666666667,0.43333333333333335,0.13333333333333333,-5.921189464667501e-17,1.0,4.143508929397644,1.0,0.0697135788936958,0.05190155483785508,-1.1536295378642076,1.7276874641914617,0.12286588654169575,0.8473901948116502,1.7320508075688772,0.12844007822690448,0.07448845073022498,0.04727054340904014,1.432279412441494,0.9739485020760849,5.135272123783543,1.7320508075688774,0.27624202980422047,0.1933849609997408,0.9254843850975675,1.7231845192729316,0.17502889058128462,0.5532945497298665,1.7320508075688772,0.02722495191823674,0.016205375558851966,0.14728765149366116,3.848773152033876e-16,1.0,5.201922762674631,1.0,0.8388697919341226,0.501553031908853,-0.30761738033744385,-2.960594732333751e-17,1.0,5.885681874629023,1.0,0.8019661590803596,0.41152567854561545,-0.7941655608843483,2.960594732333751e-17,1.0,4.657552576513856,1.0,0.8124767092317723,0.4909343416854759,0.5299757930012969,2.960594732333751e-17,0.9999999999999999,6.023126885411296,0.9999999999999999,0.5031287121927743,0.36346652493623377,-0.7692903553221931,0.0,1.0,6.873072933731978,1.0,0.24569339724388478,0.1920636612146125,-0.7472890092634759,0.0,1.0,5.130734404339543,1.0,0.14570747259237932,0.10927013038568113,-0.6215404669391554,-9.177843670234628e-16,0.9999999999999999,4.267083689501654,1.0,0.16973131662714383,0.10067301820299604,0.6033686595135851,0.0,0.9999999999999999,3.5237716315759213,0.9999999999999999,0.17203710125781072,0.0907826578955735,0.9442318040576175,3.552713678800501e-16,1.0,5.093516111717679,1.0,0.7223269550273123,0.4149647690000415,0.5529200757274406,0.5876731296410312,-0.1200385866718017
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,7,7,3256,3753,4.571406,2.603034,1.968372,0.5694164989939637,0.4305835010060362,0.13883299798792756,5.718653808934408e-17,1.0,3.711151304876913,1.0,0.043608448545198006,0.03503739228017345,-0.29088434901346105,1.7261606816621091,0.14272106040736415,1.1935889484477442,1.7320508075688772,0.11406847944014299,0.06528315307896006,0.013640999603624618,1.3457819167627174,1.090353627276246,5.929535816378752,1.7320508075688772,0.25423147139025537,0.181476423098131,0.8421218984172412,1.7133892493308744,0.25356908383591065,0.9327587593623936,1.7320508075688774,0.03250214437798666,0.018821686089949292,-0.1138521631069398,-1.0650992719140336e-15,1.0,6.685001927237696,0.9999999999999999,0.7430369724170356,0.44984687466188683,-0.06621778666991991,2.0015288331270428e-16,1.0,6.19046675830004,1.0,0.571090619262879,0.30651026683527216,0.032199664970493015,-2.859326904467204e-17,1.0,4.9509025293533355,1.0,0.8816544234728292,0.5363715398664335,-0.17655390574301771,1.1437307617868817e-16,1.0,5.38469557276704,0.9999999999999999,0.38365151060163183,0.2921978201426834,-0.791913917837693,0.0,1.0,5.590044749670736,1.0,0.2982508507842504,0.23101960238494007,-0.41929767173155214,5.718653808934408e-17,1.0,5.574042024349597,1.0,0.12957954170103042,0.09323072876658388,-0.5003618447294516,-1.2295105689208977e-15,1.0,4.019304027141441,1.0,0.15201392444567632,0.09301568256865116,-0.1957100573510115,-1.2866971070102418e-16,1.0,3.478550234610255,1.0,0.12040957171597613,0.06714216721143705,-0.5645449074336572,8.292048022954892e-16,0.9999999999999999,5.419326986055836,0.9999999999999999,0.6426981790692631,0.36264054951774916,-0.3217588336996988,0.615787052732412,0.2860046884363821
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,8,8,3753,4113,3.31128,1.7200259999999998,1.591254,0.5194444444444445,0.48055555555555557,0.03888888888888889,0.0,1.0,3.522406793866872,1.0,0.05062039023830683,0.038690172989672714,0.7443796250996801,1.7230948790675717,0.17590917466439815,1.131821362254915,1.7320508075688772,0.13030099854061875,0.0758078911201111,-0.04539678125706245,1.453993429615533,0.9412242594806294,5.501451131658762,1.7320508075688772,0.24044856787500418,0.15882399050729754,0.29957992367063,1.7190015920937305,0.21221104207656163,0.719001409293835,1.7320508075688772,0.031295399811977764,0.017792862284622107,-0.02449894291950698,1.3816108750890837e-15,0.9999999999999998,6.422532830524419,1.0,0.6550010567518696,0.3990496826744084,0.10067999121199975,9.868649107779169e-17,1.0,5.912779189253815,1.0,0.745998348320177,0.4000380601165638,0.46514706273297185,4.9343245538895844e-17,1.0,4.255996976214592,1.0,0.9899852938075632,0.6067074740490329,0.1806320555732335,3.947459643111668e-17,0.9999999999999998,5.558448308868803,0.9999999999999998,0.4638393101132623,0.3533838493625786,-1.0069691291012197,0.0,1.0,5.024701335831253,1.0,0.28827410273298076,0.22451017094048797,-0.48138837290056113,0.0,1.0,5.211302533553971,1.0,0.14380684414948186,0.09611136886506624,-0.7875513962058434,3.552713678800501e-16,1.0,3.7483079378921245,1.0,0.16645266005650491,0.09089531952882829,-0.6585020948737289,-1.7763568394002506e-16,1.0,3.796616812296291,1.0,0.17250209481214399,0.09102513227995514,-0.1683165637342889,-1.2138438402568378e-15,1.0,4.212203184836532,1.0,0.6009314603034702,0.33226501473442743,0.14647899141930254,-0.7375674123048315,-0.6032649275997456
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,9,9,4113,4597,4.451832,2.814588,1.6280459999999999,0.6322314049586777,0.365702479338843,0.2665289256198347,0.0,1.0,3.097811596663212,1.0,0.0502759230777817,0.03850760482178615,-1.0956978167525464,1.7248219124280824,0.15808026571312642,1.0308781044417143,1.7320508075688772,0.12811614831843943,0.07757507526992366,0.06067108074725672,1.4443803713080772,0.9559107400693541,5.711258872119394,1.732050807568877,0.23891497649041973,0.17622830725575614,0.6832339287392672,1.7138862890974247,0.25018750577088905,0.8007611218369322,1.7320508075688772,0.034887522957241256,0.020179878045149462,0.21157278140482855,1.1891314379456222e-15,0.9999999999999999,6.1661607855018765,0.9999999999999999,0.6074665588665479,0.3598522922180831,-0.2671722814575258,5.872254014546283e-17,0.9999999999999999,4.639148146500616,0.9999999999999999,0.6072802469680106,0.3478550508499493,-0.6603323843673046,1.4680635036365707e-17,1.0,4.975008131132209,1.0,0.9144141070892393,0.5445107319263033,0.000711079658293939,0.0,1.0,6.005266538209213,1.0,0.4939965034183943,0.39077995040801417,-0.6646225186975732,-2.9361270072731413e-17,1.0,5.071591381520264,1.0,0.2850095222560401,0.2135362446263823,-0.5380593481131621,-5.872254014546283e-17,1.0,5.708366451407626,1.0,0.15979022535189522,0.10996471691206801,-0.4214866268389132,-6.459479416000911e-16,1.0,3.8466905016877697,1.0,0.12678651312648545,0.06986777524091285,0.9307704201209056,-2.9361270072731413e-17,1.0,3.376939233611547,1.0,0.14035302369165364,0.07309555344578078,0.879360470164315,7.48712386854651e-16,0.9999999999999999,5.000232366709457,1.0,0.6732386998080329,0.36736482725462893,-0.18499828018952016,0.21745080758930452,-0.3137686231132918
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,10,10,4597,5081,4.451832,2.6214299999999997,1.8304019999999999,0.5888429752066116,0.41115702479338845,0.17768595041322313,5.872254014546283e-17,0.9999999999999998,5.277969474477279,0.9999999999999999,0.056222456151342394,0.03905361976534827,0.7584748447364056,1.7262881090807494,0.14117140095079678,0.9380507602254566,1.7320508075688772,0.11370803139998086,0.06765759049415045,-0.002693594541202685,1.4447207646122666,0.9553962069728706,4.7779726924228605,1.7320508075688772,0.23984258379597378,0.17903078600289604,0.8654251633811201,1.7230055291143704,0.17678220114397122,0.6047464917971315,1.7320508075688772,0.03201045423765621,0.018063221258740148,0.08319572047629688,5.431834963455311e-16,1.0,6.1133880642141145,1.0,0.7594237152608804,0.45780152749527725,-0.23903448590690918,6.312673065637253e-16,1.0,5.697005258433501,0.9999999999999999,0.6910379755020372,0.37838838933694885,-0.2684893033928177,0.0,0.9999999999999999,5.847021733132625,0.9999999999999999,0.8135088873707838,0.48749509154169746,0.40754762183888604,-2.9361270072731413e-17,1.0,5.736463874957709,1.0,0.5430057031794563,0.42129128700238755,-0.5995524924266049,-2.9361270072731413e-17,1.0,4.711218400124175,1.0,0.22610021408380498,0.17921803169629044,-0.65370768456595,0.0,1.0,5.5369500651996155,1.0,0.13864783956616236,0.1023317469525277,-0.6449190528494307,-7.6339302189101675e-16,1.0,4.526781254758335,1.0,0.12473198023507456,0.07176842034739485,-0.4193989756434587,1.1744508029092565e-16,0.9999999999999999,3.68036718694719,0.9999999999999999,0.1780710710145311,0.09406419614660232,0.41835079833964406,2.7746400218731183e-15,1.0,4.659092287270614,1.0,0.6713976665285631,0.35750734153682523,0.2143666838750026,-0.46539804816968483,-0.5403342007967521
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,11,11,5081,6561,13.61304,19.573344,11.22156,1.4378378378378378,0.8243243243243243,0.6135135135135135,2.400482215405744e-17,1.0,5.161383478150912,1.0,0.025622346625967265,0.012445846331719326,0.149479941212594,1.6960305203154582,0.35139788581958653,2.4298662249688534,1.7320508075688772,0.14906434034431554,0.07853742080659357,0.3113898347180545,1.0290217239972168,1.3932387776478932,9.336376877650528,1.7320508075688772,0.20315984729283795,0.10298448871764987,0.4464869913342526,1.715283043164699,0.24042479454425622,1.105428538649284,1.7320508075688772,0.03989698572525833,0.02216928673204863,0.06450853898237392,0.0,1.0,3.1049556415799846,1.0,0.07146713343186933,0.04086930352961051,-1.4610177949481937,0.0,1.0,3.952496027750236,1.0,0.19079898823308694,0.08978942951344042,1.4104440800206057,4.800964430811488e-18,1.0000000000000002,6.163587634966032,1.0000000000000002,0.5004203035995157,0.3036474074038662,-0.33919542050671386,-9.601928861622976e-18,1.0,11.861132602077198,1.0,0.2580856265591771,0.13944848089561104,0.013571785341357924,0.0,1.0,9.000627146257846,1.0,0.14985403029655467,0.09674414089010937,0.16715463074406686,-5.281060873892637e-17,1.0,8.75726689673837,1.0,0.08408381952150581,0.04930577642933151,0.008156931828229652,1.2962603963191018e-16,1.0,5.144746377851056,1.0,0.03907442430065943,0.0180064832667568,0.1236329195411682,0.0,1.0,3.0121636835947974,1.0,0.04171243114443506,0.023116747500361676,-1.4594928303974062,-7.681543089298381e-17,1.0,3.3693730756909996,1.0,0.09801041084902193,0.05492754605794275,1.5535219595397969,0.0,0.0
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,0,11,11,17152,19021,17.191062,19.573344,11.22156,1.1385767790262171,0.6527554842161584,0.48582129481005887,6.082762852948958e-17,0.9999999999999999,3.0293912533003433,0.9999999999999999,0.012109183975679077,0.00890227278344765,1.2787491925442973,1.7204673954787482,0.19997985172155097,1.9594443828600816,1.7320508075688774,0.12955296641231828,0.07130868371875013,-0.12758199266938966,1.2218230378040447,1.2276597510268457,6.550954199191291,1.7320508075688772,0.2785743526013551,0.17974830284395082,0.8500763779355166,1.7169153563704767,0.22847682389957796,1.2841185679808502,1.7320508075688772,0.04514635190477896,0.02479421360331457,0.17241393690934942,3.041381426474479e-16,0.9999999999999999,3.7033204723176016,0.9999999999999998,0.09529294151502668,0.055265214195044945,-1.197541483384892,0.0,1.0,4.297185875353592,1.0,0.15282551195164,0.07996690548124016,1.3371160969606377,-6.082762852948958e-17,1.0,5.106980108831234,1.0,0.4460030641741084,0.26649116258587846,1.0611566227410498,0.0,1.0,8.91504604177203,1.0,0.37163950815648,0.24386446590883393,0.3234142313940451,-4.5620721397117187e-17,1.0,8.546768400373212,1.0,0.18960304654368154,0.1321449704368793,0.2790478934931695,0.0,0.9999999999999999,6.89024083767441,0.9999999999999999,0.14775469594410173,0.10317117808929199,-0.5720915154510342,1.5206907132372395e-16,1.0,3.5180729017450147,1.0,0.02997099757910225,0.017556212267722075,-1.217877552515601,4.5620721397117187e-17,1.0,4.718056599386031,1.0,0.09793523507807382,0.052918276753554316,-0.8008925166907871,-1.8248288558846875e-16,1.0,3.3957672300857302,1.0,0.13262505702414837,0.07363520969505888,1.2756269017133532,-0.8294431014610609,0.048295113484730215
haoyu0512workout,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_bench_press,1,0,0,19964,20436,4.341456,3.164112,1.177344,0.7288135593220338,0.2711864406779661,0.4576271186440678,6.021548608136442e-17,1.0,3.769914351355811,1.0,0.07566166281103545,0.055507553235024445,0.977995149145882,1.7247699201913615,0.15864653290596725,1.0337878237086324,1.7320508075688774,0.1414625543814534,0.08028329408325925,0.008126739102868997,1.4324999151660138,0.9736241538958258,6.460245457661474,1.7320508075688772,0.3855091291286815,0.2717914810528476,0.9014656251817619,1.7200584818034195,0.20346699775667693,0.705326232940473,1.7320508075688772,0.0376395893104545,0.021364528885677046,0.23469196402711887,-1.0688248779442184e-15,1.0,6.415075927441755,1.0,0.6831704013316556,0.4111258064689023,-0.36693894667073723,2.1075420128477548e-16,0.9999999999999999,6.750423516282981,0.9999999999999999,0.8745578468114977,0.45086702607361306,-0.48783850313031646,-3.010774304068221e-17,0.9999999999999999,5.435125599761996,0.9999999999999999,0.9472431538724864,0.5752933578163104,0.8392816859669285,2.258080728051166e-17,0.9999999999999999,7.326641293184894,0.9999999999999999,0.64048763832821,0.4557232199541631,-0.036097715165645174,0.0,1.0,7.207502980986376,1.0,0.3444953127631796,0.24610356691556684,-0.25198898730131103,-9.032322912204664e-17,0.9999999999999999,6.890104752975173,0.9999999999999999,0.24827343269398336,0.17414188066685624,-0.5256295115109353,4.335514997858239e-15,0.9999999999999999,3.6645805278770265,1.0,0.16342163315885183,0.09715875444704002,0.5238425988127346,1.2043097216272884e-16,0.9999999999999999,3.347727032694884,1.0,0.18804233149240554,0.09995070448720114,1.2664030175568273,-1.851626197001956e-15,1.0,4.537546331974742,1.0,0.7546540196676824,0.41506727772339164,0.5745006215931173,1.0,1.0
